,points,province,variety
98726,85,Catalonia,Cabernet Sauvignon-Tempranillo
98742,88,Northern Spain,White Blend
98938,85,Northern Spain,Tempranillo
98939,85,Northern Spain,Tempranillo
98950,85,Northern Spain,Tinto Fino
99027,87,Levante,Red Blend
99028,87,Northern Spain,Tempranillo Blend
99029,87,Northern Spain,Garnacha
99054,92,Northern Spain,Tempranillo
99061,92,Catalonia,Red Blend
99072,92,Catalonia,Red Blend
99131,92,Northern Spain,Tinta de Toro
99138,86,Northern Spain,Tempranillo
99153,86,Northern Spain,Godello
99160,86,Northern Spain,Garnacha
99319,95,Northern Spain,Tempranillo
99347,87,Northern Spain,Garnacha
99358,87,Northern Spain,Garnacha
99360,87,Northern Spain,Rosé
99362,87,Northern Spain,Verdejo
99464,89,Catalonia,Sparkling Blend
99652,88,Northern Spain,Tinto Fino
99655,88,Northern Spain,Tempranillo
99656,88,Northern Spain,Tempranillo
99737,89,Northern Spain,Tempranillo Blend
99810,89,Galicia,Albariño
99813,89,Northern Spain,Verdejo
99817,89,Catalonia,Red Blend
99819,89,Galicia,Albariño
99829,89,Galicia,Albariño
99842,89,Northern Spain,Tempranillo
99846,89,Northern Spain,Garnacha Blend
99848,89,Northern Spain,Tempranillo
99849,89,Northern Spain,Tempranillo Blend
99853,89,Northern Spain,Tempranillo Blend
99887,82,Central Spain,Tempranillo
99889,82,Levante,Tempranillo
99892,82,Central Spain,Airen
99893,82,Central Spain,Tempranillo
99896,82,Catalonia,Sparkling Blend
99900,82,Central Spain,Tempranillo
99904,82,Levante,Macabeo
99906,82,Central Spain,Tempranillo
99912,82,Levante,Monastrell
99913,82,Central Spain,Red Blend
99919,84,Northern Spain,Tempranillo
99925,84,Northern Spain,Tempranillo Blend
99929,84,Catalonia,Sparkling Blend
99932,84,Northern Spain,Shiraz-Tempranillo
99934,84,Levante,Monastrell
99937,84,Northern Spain,Tempranillo
100084,85,Galicia,Albariño
100090,85,Galicia,Albariño
100145,90,Northern Spain,Tempranillo
100146,90,Northern Spain,Tempranillo Blend
100155,90,Northern Spain,Mencía
100199,92,Northern Spain,Tempranillo
100256,93,Northern Spain,Tempranillo Blend
100340,87,Northern Spain,Red Blend
100451,84,Northern Spain,Tempranillo
100458,84,Andalucia,Sherry
100461,84,Northern Spain,Tempranillo Blend
100537,92,Andalucia,Palomino
100597,87,Catalonia,Sparkling Blend
100608,87,Catalonia,Chardonnay
100610,87,Central Spain,Garnacha
100627,93,Northern Spain,Tempranillo Blend
100632,92,Northern Spain,Mencía
100635,92,Northern Spain,Tempranillo
100749,88,Galicia,Albariño
100809,88,Northern Spain,Tempranillo Blend
100813,88,Northern Spain,Tempranillo-Garnacha
100814,88,Northern Spain,Tempranillo
100820,88,Northern Spain,Tempranillo
100827,88,Levante,Cabernet Sauvignon
100834,88,Levante,Tempranillo-Cabernet Sauvignon
100900,87,Catalonia,Sparkling Blend
100990,85,Spain Other,Garnacha Blanca
101008,84,Northern Spain,Tempranillo
101010,83,Spanish Islands,Premsal
101061,89,Northern Spain,Tempranillo Blend
101128,91,Northern Spain,Mencía
101131,91,Northern Spain,Tempranillo Blend
101164,92,Northern Spain,Viura
101190,87,Northern Spain,Tempranillo-Garnacha
101193,87,Northern Spain,Tempranillo
101202,87,Northern Spain,Tempranillo
101248,89,Northern Spain,Garnacha
101296,83,Catalonia,Sparkling Blend
101298,83,Northern Spain,Tempranillo Blend
101335,87,Northern Spain,Tempranillo
101354,86,Central Spain,Tempranillo
101381,88,Catalonia,Sparkling Blend
101385,88,Galicia,Albariño
101391,88,Catalonia,Sparkling Blend
101394,88,Catalonia,Sparkling Blend
101406,88,Northern Spain,Verdejo
101407,88,Northern Spain,White Blend
101416,88,Northern Spain,Tempranillo Blend
101444,83,Northern Spain,Tempranillo
101445,82,Northern Spain,Tempranillo
101533,90,Catalonia,Macabeo
101534,90,Catalonia,Trepat
101641,89,Central Spain,Red Blend
101651,90,Northern Spain,Tempranillo
101682,87,Catalonia,Sparkling Blend
101687,87,Catalonia,Sparkling Blend
101688,87,Northern Spain,Tempranillo Blend
101692,87,Northern Spain,Tempranillo Blend
101702,87,Catalonia,Sparkling Blend
101744,88,Levante,Monastrell
101770,91,Northern Spain,Tempranillo
101829,89,Northern Spain,Tempranillo Blend
101990,85,Northern Spain,Rosé
102005,84,Northern Spain,Tempranillo Blend
102263,93,Northern Spain,Tempranillo Blend
102295,88,Catalonia,Pinot Noir
102375,87,Catalonia,Sparkling Blend
102588,82,Spain Other,Moscato
102592,82,Northern Spain,Rosado
102653,90,Northern Spain,Viura
102654,90,Galicia,Albariño
102704,90,Levante,Red Blend
102746,83,Northern Spain,Tempranillo-Garnacha
102767,86,Northern Spain,Garnacha
102782,86,Levante,Monastrell-Syrah
102783,86,Northern Spain,Garnacha
102847,84,Catalonia,Champagne Blend
102863,80,Catalonia,Champagne Blend
102876,89,Northern Spain,Godello
102892,89,Catalonia,Sparkling Blend
102912,86,Northern Spain,Tempranillo
102941,91,Northern Spain,Tempranillo
102955,91,Northern Spain,Tempranillo Blend
102963,93,Andalucia,Sherry
102990,93,Andalucia,Sherry
102999,85,Northern Spain,Tempranillo Blend
103012,85,Levante,Monastrell-Syrah
103015,85,Northern Spain,Tempranillo Blend
103071,89,Northern Spain,Tempranillo
103081,89,Northern Spain,Tempranillo
103095,87,Northern Spain,Garnacha
103110,87,Levante,Red Blend
103136,94,Central Spain,Red Blend
103232,91,Northern Spain,Tempranillo Blend
103241,91,Northern Spain,Tinto Fino
103244,91,Northern Spain,Tempranillo
103263,90,Northern Spain,Red Blend
103264,90,Central Spain,Red Blend
103284,90,Northern Spain,Tempranillo
103324,82,Central Spain,Tempranillo
103326,82,Catalonia,Picapoll
103355,87,Catalonia,White Blend
103367,87,Catalonia,Sparkling Blend
103373,88,Northern Spain,Tempranillo
103374,88,Northern Spain,Tempranillo
103377,88,Northern Spain,Verdejo
103379,88,Catalonia,Sparkling Blend
103388,88,Galicia,Mencía
103418,89,Catalonia,Red Blend
103421,89,Northern Spain,Tempranillo
103450,88,Northern Spain,Tempranillo Blend
103589,88,Northern Spain,Tempranillo
103647,93,Northern Spain,Tinta de Toro
103667,93,Northern Spain,Tinta de Toro
103711,91,Andalucia,Pedro Ximénez
103742,90,Northern Spain,Tempranillo Blend
103762,87,Catalonia,Red Blend
103768,87,Northern Spain,White Blend
103772,87,Andalucia,Moscatel
103780,87,Central Spain,Tempranillo
103784,87,Northern Spain,Tempranillo
103800,88,Central Spain,Red Blend
103825,83,Northern Spain,Rosé
103839,93,Northern Spain,Red Blend
103858,93,Northern Spain,Red Blend
104171,87,Northern Spain,Tempranillo-Garnacha
104232,90,Northern Spain,Red Blend
104237,90,Northern Spain,Tempranillo
104238,90,Northern Spain,Tempranillo
104299,89,Catalonia,Pinot Noir
104348,92,Northern Spain,Tempranillo Blend
104443,91,Northern Spain,Tempranillo Blend
104590,85,Catalonia,Red Blend
104616,85,Northern Spain,Tempranillo
104687,86,Catalonia,Sparkling Blend
104691,86,Northern Spain,Verdejo-Sauvignon Blanc
104706,86,Levante,Red Blend
104708,86,Levante,Monastrell
104729,85,Catalonia,Sparkling Blend
104732,85,Catalonia,White Blend
104735,85,Central Spain,Tempranillo
104738,85,Northern Spain,Grenache Blend
104852,94,Northern Spain,Tempranillo Blend
104882,87,Northern Spain,Tempranillo
105079,89,Northern Spain,Tempranillo Blend
105084,89,Northern Spain,Tempranillo
105258,88,Northern Spain,Tinto Fino
105463,90,Levante,Red Blend
105471,90,Levante,Monastrell
105507,88,Northern Spain,Verdejo
105509,88,Northern Spain,Tempranillo
105591,88,Northern Spain,Tempranillo Blend
105593,88,Northern Spain,Tinto Fino
105638,93,Northern Spain,Tempranillo
105651,92,Levante,Red Blend
105746,89,Catalonia,Red Blend
105749,89,Central Spain,Garnacha-Monastrell
105768,89,Northern Spain,Tempranillo
105882,86,Catalonia,White Blend
106066,87,Catalonia,Sparkling Blend
106067,87,Catalonia,Carignan
106069,87,Catalonia,Red Blend
106217,85,Northern Spain,Garnacha
106264,86,Catalonia,Sparkling Blend
106412,91,Northern Spain,Tinta Fina
106476,85,Northern Spain,Macabeo-Chardonnay
106479,85,Northern Spain,Prieto Picudo
106492,85,Northern Spain,Red Blend
106529,88,Spanish Islands,Red Blend
106535,88,Catalonia,Sparkling Blend
106572,85,Catalonia,Albariño
106600,83,Northern Spain,Tempranillo Blend
106601,83,Northern Spain,Tempranillo
106606,83,Northern Spain,Verdejo
106607,83,Northern Spain,Tempranillo Blend
106609,83,Northern Spain,Tinta de Toro
106611,83,Northern Spain,Cabernet Sauvignon
106612,83,Northern Spain,Tempranillo
106613,82,Central Spain,Viura
106614,82,Northern Spain,Tempranillo
106649,84,Catalonia,Red Blend
106662,83,Galicia,Albariño
106663,83,Northern Spain,Mencía
106672,83,Northern Spain,Garnacha
106673,83,Northern Spain,Tempranillo
106678,83,Northern Spain,Red Blend
106715,90,Catalonia,Sparkling Blend
106925,87,Catalonia,Sparkling Blend
106940,83,Northern Spain,Red Blend
106946,83,Levante,Monastrell
106972,92,Northern Spain,Tempranillo Blend
106975,92,Northern Spain,Garnacha
107168,88,Northern Spain,Verdejo
107169,88,Northern Spain,Garnacha
107179,88,Northern Spain,Red Blend
107192,88,Northern Spain,Garnacha
107195,88,Northern Spain,Red Blend
107205,89,Northern Spain,Tempranillo
107211,89,Northern Spain,Syrah
107309,87,Central Spain,Syrah-Grenache
107316,87,Northern Spain,Cabernet Sauvignon
107321,87,Galicia,Albariño
107336,87,Catalonia,Red Blend
107503,87,Catalonia,Sparkling Blend
107569,88,Catalonia,Red Blend
107579,88,Catalonia,Grenache
107655,90,Central Spain,Tempranillo
107663,90,Northern Spain,Tempranillo Blend
107664,90,Northern Spain,Tempranillo Blend
107671,90,Northern Spain,Tempranillo
107744,94,Catalonia,Red Blend
107766,81,Central Spain,Garnacha
107935,86,Central Spain,Tempranillo
107950,86,Central Spain,White Blend
107963,88,Northern Spain,Tempranillo
107964,88,Northern Spain,Tempranillo
107977,88,Northern Spain,Tinta de Toro
108006,93,Northern Spain,Tempranillo
108042,89,Northern Spain,Garnacha
108045,89,Catalonia,Sparkling Blend
108085,86,Andalucia,Red Blend
108094,86,Levante,Tempranillo
108095,86,Northern Spain,Tempranillo
108114,86,Galicia,Mencía
108123,86,Catalonia,Sparkling Blend
108128,86,Northern Spain,Tinta de Toro
108129,86,Northern Spain,Verdejo
108131,86,Levante,Bobal
108136,86,Northern Spain,Verdejo
108137,86,Catalonia,Sparkling Blend
108140,88,Northern Spain,Tempranillo Blend
108141,88,Central Spain,Tempranillo Blend
108142,88,Northern Spain,Tinto Fino
108178,86,Northern Spain,Sauvignon Blanc-Verdejo
108184,86,Andalucia,Sherry
108186,86,Central Spain,Tempranillo
108194,86,Northern Spain,Verdejo
108221,91,Northern Spain,Tempranillo
108238,92,Northern Spain,Tempranillo Blend
108240,92,Andalucia,Sherry
108242,92,Northern Spain,Tempranillo
108291,84,Northern Spain,Tempranillo
108298,84,Central Spain,Tempranillo-Cabernet Sauvignon
108311,87,Northern Spain,Tempranillo
108453,90,Northern Spain,Tempranillo Blend
108455,90,Northern Spain,Tempranillo Blend
108688,92,Northern Spain,Tinta de Toro
108701,92,Northern Spain,Tempranillo
108719,92,Northern Spain,Tempranillo
108723,92,Northern Spain,Tempranillo
108727,92,Northern Spain,Tempranillo
108743,89,Northern Spain,Tempranillo
108881,88,Central Spain,Tempranillo Blend
108893,88,Northern Spain,Verdejo
108907,84,Central Spain,Garnacha
108919,84,Northern Spain,Tempranillo
108925,84,Northern Spain,Red Blend
108993,88,Northern Spain,Mencía
109007,88,Galicia,Mencía
109008,88,Levante,Monastrell-Syrah
109009,88,Northern Spain,Tempranillo
109011,88,Andalucia,Sherry
109121,86,Northern Spain,Red Blend
109136,86,Northern Spain,Tempranillo Blend
109146,86,Northern Spain,Tempranillo
109184,90,Catalonia,Sparkling Blend
109239,86,Northern Spain,Tempranillo Blend
109260,86,Central Spain,White Blend
109261,86,Catalonia,Red Blend
109262,86,Northern Spain,Tempranillo
109295,86,Northern Spain,Hondarrabi Zuri
109309,86,Levante,Monastrell
109320,81,Northern Spain,Tempranillo Blanco
109323,81,Northern Spain,Garnacha
109328,80,Northern Spain,Tempranillo
109353,85,Galicia,Albariño
109380,89,Northern Spain,Tinta de Toro
109381,89,Catalonia,Cabernet Sauvignon-Merlot
109384,89,Northern Spain,Tempranillo
109390,89,Northern Spain,Tempranillo
109395,89,Northern Spain,Tempranillo
109405,80,Northern Spain,Red Blend
109509,88,Northern Spain,Mencía
109528,80,Northern Spain,Tempranillo
109529,80,Northern Spain,Rosé
109530,80,Northern Spain,Red Blend
109627,82,Northern Spain,Garnacha
109631,82,Northern Spain,Sparkling Blend
109677,85,Central Spain,Garnacha
109710,88,Catalonia,Sparkling Blend
109780,92,Northern Spain,Tempranillo
109861,86,Catalonia,White Blend
109863,86,Northern Spain,Tempranillo Blend
109877,86,Northern Spain,Tempranillo
109917,93,Catalonia,Garnacha-Cariñena
109943,93,Northern Spain,Tinto Fino
109970,92,Northern Spain,Tinto Fino
110006,92,Northern Spain,Tempranillo Blend
110008,92,Northern Spain,Garnacha
110016,92,Catalonia,Red Blend
110019,92,Northern Spain,Tempranillo
110020,92,Central Spain,Red Blend
110029,93,Andalucia,Sherry
110035,93,Andalucia,Sherry
110036,93,Andalucia,Sherry
110045,92,Andalucia,Sherry
110046,92,Andalucia,Sherry
110110,89,Northern Spain,Tinta de Toro
110116,89,Galicia,Albariño
110123,89,Galicia,Albariño
110130,89,Northern Spain,Tempranillo Blend
110131,89,Northern Spain,Tempranillo
110256,90,Galicia,Albariño
110296,87,Northern Spain,Tempranillo
110298,87,Northern Spain,Tinta de Toro
110304,87,Northern Spain,Tempranillo
110306,87,Northern Spain,Tempranillo
110336,91,Northern Spain,Merlot
110496,93,Northern Spain,Tempranillo
110497,93,Northern Spain,Tempranillo
110511,93,Northern Spain,Tinto Fino
110585,86,Catalonia,Sparkling Blend
110589,86,Northern Spain,Tempranillo
110649,88,Central Spain,Red Blend
110696,90,Northern Spain,Mencía
110705,90,Catalonia,Red Blend
110706,90,Northern Spain,Mencía
110712,90,Levante,Red Blend
110730,89,Northern Spain,Tempranillo Blend
110908,90,Andalucia,Palomino
110913,90,Northern Spain,Tempranillo
111067,87,Northern Spain,Graciano
111075,87,Galicia,Albariño
111077,88,Northern Spain,Tempranillo Blend
111084,88,Northern Spain,Hondarrabi Zuri
111093,88,Northern Spain,Cabernet Blend
111098,88,Catalonia,Cabernet Sauvignon-Tempranillo
111166,93,Northern Spain,Tinto Fino
111170,93,Northern Spain,Tempranillo
111185,84,Northern Spain,White Blend
111187,84,Northern Spain,Tempranillo
111197,84,Northern Spain,Garnacha
111211,88,Northern Spain,Red Blend
111215,88,Northern Spain,Mencía
111258,93,Northern Spain,Tinto Fino
111309,89,Levante,Red Blend
111329,89,Galicia,Albariño
111435,83,Central Spain,Rosé
111448,82,Northern Spain,Graciano
111492,92,Northern Spain,Tempranillo Blend
111500,92,Northern Spain,Tinto Fino
111542,86,Northern Spain,Tinto Fino
111543,86,Northern Spain,Tinta de Toro
111550,86,Northern Spain,Mencía
111555,86,Northern Spain,Tempranillo
111566,86,Northern Spain,Red Blend
111567,86,Levante,Cabernet Sauvignon-Tempranillo
111568,90,Northern Spain,Tempranillo
111569,90,Andalucia,Palomino
111602,90,Andalucia,Pedro Ximénez
111606,90,Andalucia,Sherry
111625,89,Andalucia,Sherry
111722,88,Northern Spain,Verdejo
111752,80,Levante,Moscato
111778,90,Catalonia,Red Blend
111889,90,Andalucia,Pedro Ximénez
111924,88,Catalonia,Sparkling Blend
111926,88,Northern Spain,Tempranillo
112061,89,Catalonia,Sparkling Blend
112069,89,Northern Spain,Tempranillo-Cabernet Sauvignon
112133,87,Galicia,White Blend
112139,87,Northern Spain,Tinta de Toro
112140,87,Northern Spain,Tempranillo
112144,87,Levante,Monastrell
112178,88,Northern Spain,Red Blend
112272,86,Catalonia,Sparkling Blend
112282,85,Northern Spain,Tempranillo Blend
112374,81,Northern Spain,Tempranillo-Garnacha
112385,88,Northern Spain,Tempranillo
112394,88,Catalonia,Sparkling Blend
112403,88,Northern Spain,Godello
112405,88,Catalonia,Sparkling Blend
112415,88,Catalonia,Sparkling Blend
112417,88,Northern Spain,Tempranillo Blend
112422,88,Catalonia,Sparkling Blend
112432,88,Catalonia,Red Blend
112455,89,Galicia,Albariño
112456,89,Northern Spain,Red Blend
112457,89,Northern Spain,Tempranillo
112460,89,Northern Spain,Verdejo
112494,88,Levante,Red Blend
112512,88,Catalonia,Sparkling Blend
112591,88,Andalucia,Sherry
112592,88,Galicia,Albariño
112594,88,Catalonia,Cabernet Sauvignon-Merlot
112742,88,Northern Spain,Tempranillo
112745,88,Northern Spain,Tempranillo
112747,88,Northern Spain,Red Blend
112754,87,Levante,Moscato
112787,87,Northern Spain,Tempranillo
112790,87,Northern Spain,Tempranillo
112795,87,Galicia,Albariño
112845,87,Levante,Red Blend
112846,87,Levante,Monastrell
112853,87,Catalonia,Sparkling Blend
112857,87,Northern Spain,Tempranillo
112858,87,Northern Spain,Prieto Picudo
112884,86,Levante,Monastrell
112919,84,Levante,Tempranillo
112922,84,Northern Spain,Tempranillo
112925,83,Levante,Monastrell-Syrah
112926,83,Northern Spain,Garnacha
112933,83,Northern Spain,Prieto Picudo
112981,86,Catalonia,Sparkling Blend
112988,86,Central Spain,Red Blend
113032,90,Catalonia,Sparkling Blend
113041,90,Northern Spain,Red Blend
113042,90,Northern Spain,Red Blend
113074,92,Northern Spain,Tempranillo
113290,85,Catalonia,Sparkling Blend
113367,85,Northern Spain,Tempranillo
113379,82,Catalonia,Cabernet Sauvignon
113388,82,Catalonia,Sparkling Blend
113389,82,Northern Spain,Tempranillo
113476,86,Northern Spain,Tempranillo Blend
113489,86,Northern Spain,Tempranillo Blend
113590,89,Northern Spain,Garnacha
113597,89,Catalonia,Red Blend
113617,86,Northern Spain,Garnacha
113633,86,Catalonia,Sparkling Blend
113634,93,Northern Spain,Tinta de Toro
113649,92,Catalonia,Red Blend
113683,90,Northern Spain,Tempranillo Blend
113687,90,Levante,Shiraz
113688,90,Galicia,Albariño
113738,88,Northern Spain,Tempranillo
113757,89,Northern Spain,Tinta de Toro
113763,89,Northern Spain,Tempranillo
113771,89,Northern Spain,Tempranillo
113793,90,Northern Spain,Tempranillo
113833,87,Catalonia,Garnacha
113837,87,Catalonia,Red Blend
113848,87,Andalucia,Sherry
113870,93,Northern Spain,Tempranillo Blend
113880,93,Northern Spain,Tempranillo
113914,81,Northern Spain,White Blend
114002,92,Northern Spain,Mencía
114198,87,Northern Spain,Red Blend
114217,92,Northern Spain,Mencía
114222,92,Northern Spain,Mencía
114223,92,Northern Spain,Mencía
114227,92,Northern Spain,Tempranillo Blend
114232,92,Northern Spain,Mencía
114260,88,Northern Spain,Tempranillo
114403,88,Central Spain,Red Blend
114410,88,Northern Spain,Tempranillo Blend
114413,88,Galicia,Albariño
114417,88,Northern Spain,Tempranillo Blend
114418,88,Northern Spain,Tempranillo Blend
114542,95,Catalonia,Red Blend
114607,87,Northern Spain,Tempranillo
114613,87,Northern Spain,Tempranillo
114616,86,Andalucia,Moscatel
114618,86,Northern Spain,Tinta Fina
114620,86,Northern Spain,Tempranillo
114625,86,Catalonia,Sparkling Blend
114626,86,Northern Spain,Tempranillo
114627,86,Northern Spain,Red Blend
114661,87,Catalonia,Sparkling Blend
114671,87,Catalonia,Sparkling Blend
114690,88,Catalonia,Sparkling Blend
114762,85,Northern Spain,Tempranillo
114786,89,Northern Spain,Tempranillo
114787,89,Northern Spain,Red Blend
114796,88,Levante,Red Blend
114849,91,Catalonia,Red Blend
114914,88,Northern Spain,Tempranillo Blend
114915,88,Northern Spain,Tempranillo
114936,90,Northern Spain,Tempranillo
114947,90,Northern Spain,Tempranillo
114952,90,Catalonia,Red Blend
114987,94,Andalucia,Sherry
114995,94,Andalucia,Pedro Ximénez
115000,94,Andalucia,Sherry
115003,93,Northern Spain,Tempranillo Blend
115019,87,Northern Spain,Mencía
115022,87,Northern Spain,Verdejo
115024,87,Northern Spain,Tempranillo
115031,87,Levante,Monastrell
115043,87,Galicia,Albariño
115065,91,Levante,Monastrell
115075,91,Northern Spain,Tempranillo Blend
115177,91,Northern Spain,Verdejo
115204,91,Northern Spain,Tempranillo Blend
115298,89,Catalonia,Cabernet Sauvignon-Merlot
115345,92,Northern Spain,Tinto Fino
115346,92,Northern Spain,Tempranillo Blend
115354,92,Northern Spain,Tinto Fino
115414,87,Northern Spain,Verdejo
115417,87,Northern Spain,Tempranillo
115418,87,Central Spain,Tempranillo
115428,87,Catalonia,Sparkling Blend
115506,86,Catalonia,Rosé
115512,86,Northern Spain,Garnacha
115519,86,Northern Spain,Tempranillo-Shiraz
115596,92,Spain Other,Bobal
115597,92,Spain Other,Bobal
115620,91,Levante,Monastrell
115637,91,Northern Spain,Tempranillo Blend
115661,91,Northern Spain,Tempranillo Blend
115666,91,Levante,Red Blend
115670,91,Northern Spain,Tinto Fino
115677,91,Northern Spain,Tempranillo
115773,88,Northern Spain,Chardonnay
115788,95,Northern Spain,Tempranillo Blend
115791,94,Northern Spain,Tempranillo Blend
115794,93,Central Spain,Red Blend
115795,93,Northern Spain,Tempranillo Blend
115798,92,Central Spain,Red Blend
115799,92,Catalonia,Red Blend
115803,92,Central Spain,Red Blend
115804,92,Northern Spain,Tempranillo Blend
115838,91,Catalonia,Red Blend
115935,84,Northern Spain,Verdejo
116003,85,Northern Spain,Garnacha
116004,85,Northern Spain,Verdejo
116011,85,Catalonia,Red Blend
116012,85,Levante,Monastrell
116015,85,Central Spain,Petite Verdot
116017,84,Northern Spain,Garnacha
116022,84,Northern Spain,Tempranillo
116023,84,Catalonia,Red Blend
116207,84,Central Spain,Tempranillo
116212,90,Catalonia,Red Blend
116216,90,Andalucia,Palomino
116220,90,Andalucia,Pedro Ximénez
116224,90,Northern Spain,Tempranillo Blend
116233,89,Northern Spain,Tempranillo
116244,85,Northern Spain,Tempranillo
116263,85,Northern Spain,Garnacha
116269,90,Andalucia,Moscatel
116365,85,Northern Spain,Tempranillo
116409,88,Catalonia,Sparkling Blend
116418,88,Northern Spain,Tempranillo
116464,86,Northern Spain,Tempranillo-Garnacha
116508,87,Northern Spain,Tempranillo Blend
116515,87,Northern Spain,Godello
116516,86,Northern Spain,Parraleta
116519,86,Central Spain,Tempranillo
116546,90,Northern Spain,Tinto del Pais
116567,88,Catalonia,Red Blend
116615,92,Northern Spain,Tempranillo Blend
116627,92,Northern Spain,Tempranillo
116774,92,Catalonia,Sparkling Blend
116779,92,Northern Spain,Tempranillo Blend
116795,91,Catalonia,Sparkling Blend
116911,83,Northern Spain,Tempranillo
116919,82,Northern Spain,Tinta Fina
116961,88,Catalonia,Red Blend
116963,88,Catalonia,Sparkling Blend
116968,88,Central Spain,Garnacha
117019,81,Northern Spain,Chardonnay
117020,81,Northern Spain,Tempranillo
117021,81,Northern Spain,Viura
117024,81,Northern Spain,White Blend
117026,80,Spain Other,White Blend
117045,93,Spain Other,Sparkling Blend
117096,93,Northern Spain,Tempranillo Blend
117131,81,Central Spain,Garnacha
117259,82,Northern Spain,Garnacha
117296,83,Northern Spain,Tinta de Toro
117299,82,Northern Spain,Tinta de Toro
117300,82,Northern Spain,Garnacha
117303,82,Central Spain,White Blend
117305,82,Northern Spain,Tinta de Toro
117314,80,Central Spain,Rosado
117315,80,Northern Spain,Tempranillo Blend
117330,89,Northern Spain,Verdejo
117332,89,Levante,Monastrell
117424,91,Northern Spain,Tempranillo Blend
117443,91,Northern Spain,Tempranillo Blend
117444,91,Northern Spain,Tempranillo Blend
117500,90,Northern Spain,Tinta de Toro
117506,90,Central Spain,Cabernet Sauvignon
117509,90,Northern Spain,Tempranillo
117514,91,Northern Spain,Tempranillo Blend
117524,90,Andalucia,Sherry
117529,90,Northern Spain,Tempranillo Blend
117596,94,Spain Other,Red Blend
117618,94,Northern Spain,Red Blend
117624,86,Andalucia,Sherry
117625,86,Levante,Monastrell
117643,85,Catalonia,Red Blend
117700,87,Northern Spain,Tempranillo
117701,87,Northern Spain,Tempranillo
117804,86,Northern Spain,Tempranillo
117814,86,Spain Other,Red Blend
117858,94,Northern Spain,Tempranillo
117904,85,Catalonia,Red Blend
117908,85,Catalonia,Red Blend
117914,92,Northern Spain,Tempranillo Blend
117916,92,Northern Spain,Tempranillo
117934,92,Northern Spain,Tempranillo Blend
117940,84,Central Spain,Tempranillo
117945,84,Northern Spain,Tempranillo Blend
117953,84,Spain Other,Hondarrabi Zuri
117964,90,Northern Spain,Tempranillo Blend
117973,90,Northern Spain,Tempranillo
117987,89,Northern Spain,Tempranillo
117995,89,Northern Spain,Garnacha Blanca
118161,89,Northern Spain,Tempranillo Blend
118171,89,Central Spain,Tempranillo
118172,89,Andalucia,Muscat
118180,89,Spain Other,Sparkling Blend
118338,86,Northern Spain,Tempranillo Blend
118339,86,Northern Spain,Tempranillo
118370,84,Spain Other,Sparkling Blend
118371,84,Central Spain,Tempranillo
118388,83,Central Spain,Tempranillo
118390,83,Northern Spain,Viura
118406,90,Catalonia,Red Blend
118488,88,Northern Spain,Mencía
118501,88,Levante,Red Blend
118528,87,Northern Spain,Tempranillo
118537,87,Galicia,Albariño
118541,86,Northern Spain,Tempranillo
118548,86,Levante,Macabeo
118550,85,Northern Spain,Viura-Chardonnay
118606,86,Central Spain,Tempranillo
118610,86,Central Spain,Red Blend
118765,88,Northern Spain,White Blend
118791,89,Catalonia,Red Blend
118817,92,Catalonia,Red Blend
118818,92,Central Spain,Red Blend
118819,92,Catalonia,Red Blend
118825,92,Catalonia,Red Blend
118844,90,Northern Spain,Tempranillo
118857,90,Northern Spain,Tempranillo
118859,90,Northern Spain,Tinta de Toro
118890,85,Northern Spain,Tempranillo Blend
118910,84,Northern Spain,Tempranillo Blend
118921,85,Central Spain,Red Blend
118927,85,Northern Spain,Tempranillo
119044,88,Northern Spain,Tempranillo
119111,88,Northern Spain,Tempranillo Blend
119160,83,Northern Spain,Red Blend
119194,84,Northern Spain,Tempranillo Blend
119263,87,Northern Spain,Garnacha
119271,87,Northern Spain,Garnacha
119310,88,Central Spain,Tempranillo Blend
119338,87,Northern Spain,Tinta de Toro
119357,87,Northern Spain,Tinto del Pais
119358,87,Catalonia,Sparkling Blend
119359,87,Catalonia,Sparkling Blend
119360,87,Northern Spain,Red Blend
119467,83,Northern Spain,Garnacha
119469,83,Central Spain,Tempranillo
119471,83,Northern Spain,Garnacha
119479,83,Northern Spain,Rosado
119508,86,Levante,Cabernet Sauvignon-Tempranillo
119517,92,Northern Spain,Mencía
119534,92,Catalonia,Red Blend
119541,90,Northern Spain,Godello
119543,90,Northern Spain,Mencía
119551,90,Northern Spain,Tempranillo
119555,90,Northern Spain,Tempranillo
119588,87,Northern Spain,Tempranillo
119603,87,Galicia,Albariño
119658,96,Andalucia,Pedro Ximénez
119676,92,Central Spain,Cabernet Sauvignon
119735,87,Northern Spain,White Blend
119740,87,Northern Spain,Rosé
119752,87,Galicia,Albariño
119754,87,Northern Spain,Tinto Fino
119768,87,Northern Spain,Garnacha
119775,87,Northern Spain,Tempranillo-Garnacha
119858,89,Northern Spain,Tempranillo
119899,88,Northern Spain,Tempranillo
119905,90,Northern Spain,Tempranillo
119909,90,Northern Spain,Tempranillo
119915,90,Catalonia,Red Blend
119917,90,Levante,Red Blend
119931,91,Central Spain,Petit Verdot
119967,91,Levante,Red Blend
119980,90,Central Spain,Tempranillo
120051,89,Northern Spain,Tempranillo
120104,94,Catalonia,Cabernet Sauvignon
120107,94,Northern Spain,Tinto Fino
120190,92,Northern Spain,Tempranillo
